Name,CASRN_DTXSID,Identifier,SMILES_DTXSID,SMILES,MolecularFormula,MonoisotopicMass,InChI,InChIKey,DTXCID_MSready,EXPOCAST_MEDIAN_EXPOSURE_PREDICTION_MGperKG_BWperDAY,DATA_SOURCES,TOXCAST_PERCENT_ACTIVE,NUMBER_OF_PUBMED_ARTICLES,PUBCHEM_DATA_SOURCES,CPDAT_COUNT,KEMIMARKET,MASSBANKREF,NORMANPRI,STOFFIDENT,TOXCAST
Ethyl 8-methylquinoline-5-carboxylate,82967-39-3,DTXSID60513747,CCOC(=O)C1=C2C=CC=NC2=C(C)C=C1,CCOC(=O)C1=C2C=CC=NC2=C(C)C=C1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-3-16-13(15)11-7-6-9(2)12-10(11)5-4-8-14-12/h4-8H,3H2,1-2H3",KMNVQCMYLXKOCN-UHFFFAOYSA-N,DTXCID70464554,-,1,-,-,4,-,-,-,-,-,-
"2,7,8-Trimethylquinoline-3-carboxylic acid",92513-34-3,DTXSID30588902,CC1=C(C)C2=NC(C)=C(C=C2C=C1)C(O)=O,CC1=C(C)C2=NC(C)=C(C=C2C=C1)C(O)=O,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-7-4-5-10-6-11(13(15)16)9(3)14-12(10)8(7)2/h4-6H,1-3H3,(H,15,16)",KNGACCJHYQQKRJ-UHFFFAOYSA-N,DTXCID80539666,-,1,-,-,19,-,-,-,-,-,-
6-(3-Ethoxyphenyl)pyridin-3-ol,1261991-56-3,DTXSID70692557,CCOC1=CC=CC(=C1)C1=NC=C(O)C=C1,CCOC1=CC=CC(=C1)C1=NC=C(O)C=C1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-2-16-12-5-3-4-10(8-12)13-7-6-11(15)9-14-13/h3-9,15H,2H2,1H3",KPRWOIJBBTVACV-UHFFFAOYSA-N,DTXCID10643306,-,1,-,-,9,-,-,-,-,-,-
"(1,3-Oxazol-2-yl)[4-(propan-2-yl)phenyl]methanone",898759-99-4,DTXSID80642088,CC(C)C1=CC=C(C=C1)C(=O)C1=NC=CO1,CC(C)C1=CC=C(C=C1)C(=O)C1=NC=CO1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-9(2)10-3-5-11(6-4-10)12(15)13-14-7-8-16-13/h3-9H,1-2H3",KQIZXCMULJTIBY-UHFFFAOYSA-N,DTXCID00592839,-,1,-,-,17,-,-,-,-,-,-
"4-(1,3-Dioxolan-2-yl)-2-methylquinoline",89587-03-1,DTXSID20529147,CC1=NC2=CC=CC=C2C(=C1)C1OCCO1,CC1=NC2=CC=CC=C2C(=C1)C1OCCO1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-9-8-11(13-15-6-7-16-13)10-4-2-3-5-12(10)14-9/h2-5,8,13H,6-7H2,1H3",KQLJVKQLKQBQRS-UHFFFAOYSA-N,DTXCID20479936,-,1,-,-,6,-,-,-,-,-,-
Methyl 2-(quinolin-3-yl)propanoate,154369-17-2,DTXSID50708327,COC(=O)C(C)C1=CC2=CC=CC=C2N=C1,COC(=O)C(C)C1=CN=C2C=CC=CC2=C1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-9(13(15)16-2)11-7-10-5-3-4-6-12(10)14-8-11/h3-9H,1-2H3",KQOSNSIBEYFGKI-UHFFFAOYSA-N,DTXCID00987943,-,1,-,-,19,-,-,-,-,-,-
[2-(2-Aminophenoxy)phenyl]methanol,88373-14-2,DTXSID60718154,NC1=CC=CC=C1OC1=CC=CC=C1CO,NC1=CC=CC=C1OC1=CC=CC=C1CO,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c14-11-6-2-4-8-13(11)16-12-7-3-1-5-10(12)9-15/h1-8,15H,9,14H2",KSJMOYDFXJAQKD-UHFFFAOYSA-N,DTXCID80668900,-,1,-,-,8,-,-,-,-,-,-
6-ethyl-2-methylquinoline-4-carboxylic acid,590376-60-6,DTXSID10401100,CCC1=CC2=C(C=C(C)N=C2C=C1)C(O)=O,CCC1=CC2=C(C=C(C)N=C2C=C1)C(O)=O,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-3-9-4-5-12-10(7-9)11(13(15)16)6-8(2)14-12/h4-7H,3H2,1-2H3,(H,15,16)",KWMQXUJWBOCQSS-UHFFFAOYSA-N,DTXCID70351955,-,1,-,-,27,-,-,-,-,-,-
2-(4-Methoxy-2-methylphenyl)pyridin-3-ol,1261971-88-3,DTXSID70682776,COC1=CC(C)=C(C=C1)C1=C(O)C=CC=N1,COC1=CC(C)=C(C=C1)C1=C(O)C=CC=N1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-9-8-10(16-2)5-6-11(9)13-12(15)4-3-7-14-13/h3-8,15H,1-2H3",KZIZADOIXIILCC-UHFFFAOYSA-N,DTXCID10633525,-,1,-,-,9,-,-,-,-,-,-
2-(2-Methoxyphenyl)-3-methyl-1-oxo-1lambda~5~-pyridine,161497-56-9,DTXSID20616480,COC1=CC=CC=C1C1=C(C)C=CC=[N+]1[O-],COC1=CC=CC=C1C1=C(C)C=CC=[N+]1[O-],C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-10-6-5-9-14(15)13(10)11-7-3-4-8-12(11)16-2/h3-9H,1-2H3",LAHHRXUDTJPIPT-UHFFFAOYSA-N,DTXCID10567235,-,1,-,-,7,-,-,-,-,-,-
6-(4-Methoxy-2-methylphenyl)pyridin-3-ol,1261937-56-7,DTXSID10692551,COC1=CC(C)=C(C=C1)C1=NC=C(O)C=C1,COC1=CC(C)=C(C=C1)C1=NC=C(O)C=C1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-9-7-11(16-2)4-5-12(9)13-6-3-10(15)8-14-13/h3-8,15H,1-2H3",LBHDSDSPSHZOKB-UHFFFAOYSA-N,DTXCID50643300,-,1,-,-,9,-,-,-,-,-,-
Ethyl (quinolin-3-yl)acetate,33054-18-1,DTXSID30497803,CCOC(=O)CC1=CC2=CC=CC=C2N=C1,CCOC(=O)CC1=CC2=CC=CC=C2N=C1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-2-16-13(15)8-10-7-11-5-3-4-6-12(11)14-9-10/h3-7,9H,2,8H2,1H3",LETQUFNRBJEUBG-UHFFFAOYSA-N,DTXCID30448613,-,1,-,-,15,-,-,-,-,-,-
2-(7-Methoxynaphthalen-1-yl)acetamide,138113-07-2,DTXSID80569084,COC1=CC2=C(C=CC=C2CC(N)=O)C=C1,COC1=CC2=C(C=CC=C2CC(N)=O)C=C1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-16-11-6-5-9-3-2-4-10(7-13(14)15)12(9)8-11/h2-6,8H,7H2,1H3,(H2,14,15)",LGYBVRIYYBHYCX-UHFFFAOYSA-N,DTXCID70519856,-,1,-,-,30,-,-,-,-,-,-
"3'-Amino-5-methoxy[1,1'-biphenyl]-3-ol",1261988-76-4,DTXSID80685415,COC1=CC(=CC(O)=C1)C1=CC(N)=CC=C1,COC1=CC(=CC(O)=C1)C1=CC(N)=CC=C1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-16-13-7-10(6-12(15)8-13)9-3-2-4-11(14)5-9/h2-8,15H,14H2,1H3",LJCIZBRAJSJLHI-UHFFFAOYSA-N,DTXCID80636164,-,1,-,-,4,-,-,-,-,-,-
2-(4-Methoxy-3-methylphenyl)pyridin-3-ol,93189-30-1,DTXSID80682782,COC1=C(C)C=C(C=C1)C1=C(O)C=CC=N1,COC1=C(C)C=C(C=C1)C1=C(O)C=CC=N1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-9-8-10(5-6-12(9)16-2)13-11(15)4-3-7-14-13/h3-8,15H,1-2H3",LPMZILAFROJDBG-UHFFFAOYSA-N,DTXCID20633531,-,1,-,-,11,-,-,-,-,-,-
3-(3-Methoxyphenoxy)aniline,116289-64-6,DTXSID90612010,COC1=CC(OC2=CC=CC(N)=C2)=CC=C1,COC1=CC(OC2=CC=CC(N)=C2)=CC=C1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-15-11-5-3-7-13(9-11)16-12-6-2-4-10(14)8-12/h2-9H,14H2,1H3",LRDGIXJAHNJZQZ-UHFFFAOYSA-N,DTXCID10562765,-,1,-,-,17,-,-,-,-,-,-
"1-(3,5-dimethylphenyl)pyrrole-2-carboxylic acid",37560-62-6,DTXSID60309788,CC1=CC(=CC(C)=C1)N1C=CC=C1C(O)=O,CC1=CC(=CC(C)=C1)N1C=CC=C1C(O)=O,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-9-6-10(2)8-11(7-9)14-5-3-4-12(14)13(15)16/h3-8H,1-2H3,(H,15,16)",LRHRTPSYCSWNCG-UHFFFAOYSA-N,DTXCID90260914,-,2,-,-,10,-,-,-,-,-,-
5-(3-Ethoxyphenyl)pyridin-3-ol,1261937-79-4,DTXSID10682790,CCOC1=CC=CC(=C1)C1=CC(O)=CN=C1,CCOC1=CC=CC(=C1)C1=CC(O)=CN=C1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-2-16-13-5-3-4-10(7-13)11-6-12(15)9-14-8-11/h3-9,15H,2H2,1H3",LXKUFIRZGNXCAL-UHFFFAOYSA-N,DTXCID00633539,-,1,-,-,10,-,-,-,-,-,-
"Acetamide, N-(2-methoxy-1-naphthalenyl)-",85-04-1,DTXSID2058916,COC1=C(NC(C)=O)C2=CC=CC=C2C=C1,COC1=C(NC(C)=O)C2=CC=CC=C2C=C1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-9(15)14-13-11-6-4-3-5-10(11)7-8-12(13)16-2/h3-8H,1-2H3,(H,14,15)",LYVMFFWWYPWPQD-UHFFFAOYSA-N,DTXCID8048442,-,7,-,-,19,-,1,-,-,-,-
4-(Dimethylamino)-1-naphthoic acid,78062-03-0,DTXSID10335037,CN(C)C1=CC=C(C(O)=O)C2=CC=CC=C12,CN(C)C1=CC=C(C(O)=O)C2=CC=CC=C12,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-14(2)12-8-7-11(13(15)16)9-5-3-4-6-10(9)12/h3-8H,1-2H3,(H,15,16)",LZQKNRRVTOJUHQ-UHFFFAOYSA-N,DTXCID60286126,-,2,-,-,46,-,-,-,-,-,-
"2-(2,5-Dimethoxyphenyl)pyridine",98061-26-8,DTXSID50540163,COC1=CC(=C(OC)C=C1)C1=CC=CC=N1,COC1=CC(=C(OC)C=C1)C1=CC=CC=N1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-15-10-6-7-13(16-2)11(9-10)12-5-3-4-8-14-12/h3-9H,1-2H3",MARBDFOLKRKVMA-UHFFFAOYSA-N,DTXCID30490950,-,1,-,-,6,-,-,-,-,-,-
AC1MXEN1,25554-21-6,DTXSID60396431,CC(C)C1=CC=C(C=C(C#N)C(O)=O)C=C1,CC(C)C1=CC=C(C=C(C#N)C(O)=O)C=C1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-9(2)11-5-3-10(4-6-11)7-12(8-14)13(15)16/h3-7,9H,1-2H3,(H,15,16)",MFDAAQBTCZHEOT-UHFFFAOYSA-N,DTXCID50347290,-,1,-,-,12,-,-,-,-,-,-
"5H-[1]Benzopyrano[3,4-c]pyridin-5-one, 1,2,3,4-tetrahydro-8-methyl-",86371-04-2,DTXSID70442438,CC1=CC2=C(C=C1)C1=C(CNCC1)C(=O)O2,CC1=CC2=C(C=C1)C1=C(CNCC1)C(=O)O2,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-8-2-3-10-9-4-5-14-7-11(9)13(15)16-12(10)6-8/h2-3,6,14H,4-5,7H2,1H3",MHRXPHWQWVPURX-UHFFFAOYSA-N,DTXCID70393259,-,1,-,-,14,-,-,-,-,-,-
"5-Isoquinolinecarboxaldehyde, 8-propoxy-",820237-31-8,DTXSID00460180,CCCOC1=C2C=NC=CC2=C(C=O)C=C1,CCCOC1=C2C=NC=CC2=C(C=O)C=C1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-2-7-16-13-4-3-10(9-15)11-5-6-14-8-12(11)13/h3-6,8-9H,2,7H2,1H3",MLSAOWDKWXGUTF-UHFFFAOYSA-N,DTXCID10410999,-,1,-,-,11,-,-,-,-,-,-
4-(3-methoxyphenoxy)aniline,56705-86-3,DTXSID10355578,COC1=CC(OC2=CC=C(N)C=C2)=CC=C1,COC1=CC(OC2=CC=C(N)C=C2)=CC=C1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-15-12-3-2-4-13(9-12)16-11-7-5-10(14)6-8-11/h2-9H,14H2,1H3",MNHIVXZAHWHPHI-UHFFFAOYSA-N,DTXCID80306638,-,2,-,-,43,-,-,-,-,-,-
"2(1H)-Pyridinone, 6-methoxy-1-methyl-4-phenyl-",67970-79-0,DTXSID20218165,COC1=CC(=CC(=O)N1C)C1=CC=CC=C1,COC1=CC(=CC(=O)N1C)C1=CC=CC=C1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-14-12(15)8-11(9-13(14)16-2)10-6-4-3-5-7-10/h3-9H,1-2H3",MODLTILWCYENJE-UHFFFAOYSA-N,DTXCID40140656,-,3,-,-,10,-,-,-,-,-,-
ST50038055,385374-16-3,DTXSID60353261,CC1=CC(=O)C=C(C)N1C1=CC=C(O)C=C1,CC1=CC(=O)C=C(C)N1C1=CC=C(O)C=C1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-9-7-13(16)8-10(2)14(9)11-3-5-12(15)6-4-11/h3-8,15H,1-2H3",MPECBZRQPNPTCM-UHFFFAOYSA-N,DTXCID10304324,-,3,-,-,29,-,-,-,-,-,-
"1-(4-Hydroxyphenyl)-2,6-dimethylpyridin-4(1H)-one--hydrogen chloride (1/1)",821789-66-6,DTXSID70740582,Cl.CC1=CC(=O)C=C(C)N1C1=CC=C(O)C=C1,CC1=CC(=O)C=C(C)N1C1=CC=C(O)C=C1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-9-7-13(16)8-10(2)14(9)11-3-5-12(15)6-4-11/h3-8,15H,1-2H3",MPECBZRQPNPTCM-UHFFFAOYSA-N,DTXCID10304324,-,1,-,-,6,-,-,-,-,-,-
"4-Quinolineacetic acid, 2-methyl-, methyl ester, hydriodide",100749-52-8,DTXSID60143482,I.COC(=O)CC1=CC(C)=NC2=CC=CC=C12,COC(=O)Cc1cc(C)nc2ccccc12,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-9-7-10(8-13(15)16-2)11-5-3-4-6-12(11)14-9/h3-7H,8H2,1-2H3",MSWWDPYIXQXSKI-UHFFFAOYSA-N,DTXCID70198488,-,3,-,-,7,-,-,-,-,-,-
6-(3'-Methylbuten-2'-yl)isatin,101023-73-8,DTXSID60143684,CC(C)=CCC1=CC2=C(C=C1)C(=O)C(=O)N2,CC(C)=CCC1=CC2=C(C=C1)C(=O)C(=O)N2,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-8(2)3-4-9-5-6-10-11(7-9)14-13(16)12(10)15/h3,5-7H,4H2,1-2H3,(H,14,15,16)",MWJAKDCTOHITQV-UHFFFAOYSA-N,DTXCID4066175,-,7,-,1,13,-,-,-,-,-,-
ETHYL 2-(QUINOLIN-4-YL)ACETATE,4789-81-5,DTXSID30388242,CCOC(=O)CC1=CC=NC2=CC=CC=C12,CCOC(=O)CC1=CC=NC2=CC=CC=C12,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-2-16-13(15)9-10-7-8-14-12-6-4-3-5-11(10)12/h3-8H,2,9H2,1H3",NAYCHRONYVXKHF-UHFFFAOYSA-N,DTXCID80339264,-,1,-,-,25,-,-,-,-,-,-
"Benzoic acid, m-(2,5-dimethylpyrrol-1-yl)-",26180-28-9,DTXSID50180806,CC1=CC=C(C)N1C1=CC=CC(=C1)C(O)=O,CC1=CC=C(C)N1C1=CC=CC(=C1)C(O)=O,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-9-6-7-10(2)14(9)12-5-3-4-11(8-12)13(15)16/h3-8H,1-2H3,(H,15,16)",NJPUZFUOUGTNOV-UHFFFAOYSA-N,DTXCID50103297,-,6,-,-,68,-,-,-,-,-,-
2-Hydroxy-1-(1-methyl-1H-pyrrol-2-yl)-2-phenylethan-1-one,93304-00-8,DTXSID30538801,CN1C=CC=C1C(=O)C(O)C1=CC=CC=C1,CN1C=CC=C1C(=O)C(O)C1=CC=CC=C1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-14-9-5-8-11(14)13(16)12(15)10-6-3-2-4-7-10/h2-9,12,15H,1H3",NKPBPWHJHBNWEX-UHFFFAOYSA-N,DTXCID70981397,-,1,-,-,8,-,-,-,-,-,-
"2,4-Dimethyl-N-phenylfuran-3-carboxamide",28730-18-9,DTXSID90586484,CC1=C(C(=O)NC2=CC=CC=C2)C(C)=CO1,CC1=C(C(=O)NC2=CC=CC=C2)C(C)=CO1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-9-8-16-10(2)12(9)13(15)14-11-6-4-3-5-7-11/h3-8H,1-2H3,(H,14,15)",NMRDELHCVAOOPZ-UHFFFAOYSA-N,DTXCID40537249,-,1,-,-,20,-,-,-,-,-,-
"Phthalimide, N-(3-methyl-2-butenyl)-",15936-45-5,DTXSID30166643,CC(C)=CCN1C(=O)C2=CC=CC=C2C1=O,CC(C)=CCN1C(=O)C2=CC=CC=C2C1=O,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-9(2)7-8-14-12(15)10-5-3-4-6-11(10)13(14)16/h3-7H,8H2,1-2H3",NPPJFTLLMRKUHM-UHFFFAOYSA-N,DTXCID1089134,-,4,-,-,31,-,-,-,-,-,-
"2,5,7-trimethylquinoline-4-carboxylic Acid",436092-02-3,DTXSID90360701,CC1=CC(C)=C2C(=C1)N=C(C)C=C2C(O)=O,CC1=CC(C)=C2C(=C1)N=C(C)C=C2C(O)=O,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-7-4-8(2)12-10(13(15)16)6-9(3)14-11(12)5-7/h4-6H,1-3H3,(H,15,16)",NQKOJRQDEGEPIG-UHFFFAOYSA-N,DTXCID30311752,-,1,-,-,21,-,-,-,-,-,-
6-(2-Methoxy-5-methylphenyl)pyridin-3-ol,1255638-05-1,DTXSID80692548,COC1=C(C=C(C)C=C1)C1=NC=C(O)C=C1,COC1=C(C=C(C)C=C1)C1=NC=C(O)C=C1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-9-3-6-13(16-2)11(7-9)12-5-4-10(15)8-14-12/h3-8,15H,1-2H3",NTPFEACWAMMGFR-UHFFFAOYSA-N,DTXCID80643297,-,1,-,-,10,-,-,-,-,-,-
"3-Methyl-5-[3-(4-methylphenyl)oxiran-2-yl]-1,2-oxazole",62679-16-7,DTXSID50490856,CC1=NOC(=C1)C1OC1C1=CC=C(C)C=C1,CC1=NOC(=C1)C1OC1C1=CC=C(C)C=C1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-8-3-5-10(6-4-8)12-13(15-12)11-7-9(2)14-16-11/h3-7,12-13H,1-2H3",NTSRAULQNKIHPV-UHFFFAOYSA-N,DTXCID30967233,-,1,-,-,5,-,-,-,-,-,-
N-(2-Hydroxyethyl)naphthalene-2-carboxamide,78139-77-2,DTXSID00534890,OCCNC(=O)C1=CC2=CC=CC=C2C=C1,OCCNC(=O)C1=CC2=CC=CC=C2C=C1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c15-8-7-14-13(16)12-6-5-10-3-1-2-4-11(10)9-12/h1-6,9,15H,7-8H2,(H,14,16)",NVTMNQAPQCERQB-UHFFFAOYSA-N,DTXCID80485679,-,1,-,-,20,-,-,-,-,-,-
6-(Dimethylamino)naphthalene-2-carboxylic acid,5043-05-0,DTXSID70571656,CN(C)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O,CN(C)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-14(2)12-6-5-9-7-11(13(15)16)4-3-10(9)8-12/h3-8H,1-2H3,(H,15,16)",OAPBBTYSMWBVPM-UHFFFAOYSA-N,DTXCID90522428,-,2,-,-,29,-,-,-,-,-,-
alpha-Naphthylalanine,NOCAS_874406,DTXSID60874406,CC(N)(C(O)=O)C1=CC=CC2=CC=CC=C12,CC(N)(C(O)=O)C1=CC=CC2=CC=CC=C12,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-13(14,12(15)16)11-8-4-6-9-5-2-3-7-10(9)11/h2-8H,14H2,1H3,(H,15,16)",OCLLVJCYGMCLJG-UHFFFAOYSA-N,DTXCID601012533,-,2,-,-,-,-,-,-,-,-,-
2-Ethyl-3-methylquinoline-8-carboxylic acid,68742-10-9,DTXSID30629581,CCC1=NC2=C(C=CC=C2C(O)=O)C=C1C,CCC1=NC2=C(C=CC=C2C(O)=O)C=C1C,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-3-11-8(2)7-9-5-4-6-10(13(15)16)12(9)14-11/h4-7H,3H2,1-2H3,(H,15,16)",OEFPPPOUNLZAKJ-UHFFFAOYSA-N,DTXCID20580334,-,1,-,-,12,-,-,-,-,-,-
3-Naphthalen-1-yl-L-alanine--hydrogen chloride (1/1),122745-10-2,DTXSID10659780,Cl.N[C@@H](CC1=CC=CC2=CC=CC=C12)C(O)=O,NC(CC1=CC=CC2=CC=CC=C12)C(O)=O,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c14-12(13(15)16)8-10-6-3-5-9-4-1-2-7-11(9)10/h1-7,12H,8,14H2,(H,15,16)",OFYAYGJCPXRNBL-UHFFFAOYSA-N,DTXCID10884393,-,4,-,12,26,-,-,-,-,-,-
ALPHANAPHTHYLALANINE,NOCAS_874407,DTXSID20874407,NC(CC1=CC=CC2=CC=CC=C12)C(O)=O,NC(CC1=CC=CC2=CC=CC=C12)C(O)=O,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c14-12(13(15)16)8-10-6-3-5-9-4-1-2-7-11(9)10/h1-7,12H,8,14H2,(H,15,16)",OFYAYGJCPXRNBL-UHFFFAOYSA-N,DTXCID10884393,-,3,-,-,-,-,-,-,-,-,-
3-Naphthalen-1-yl-D-alanine--hydrogen chloride (1/1),122745-09-9,DTXSID30659747,Cl.N[C@H](CC1=CC=CC2=CC=CC=C12)C(O)=O,NC(CC1=CC=CC2=CC=CC=C12)C(O)=O,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c14-12(13(15)16)8-10-6-3-5-9-4-1-2-7-11(9)10/h1-7,12H,8,14H2,(H,15,16)",OFYAYGJCPXRNBL-UHFFFAOYSA-N,DTXCID10884393,-,1,-,-,23,-,-,-,-,-,-
4-(quinolin-2-yl)butanoic acid,92028-91-6,DTXSID60295036,OC(=O)CCCC1=NC2=CC=CC=C2C=C1,OC(=O)CCCC1=NC2=CC=CC=C2C=C1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c15-13(16)7-3-5-11-9-8-10-4-1-2-6-12(10)14-11/h1-2,4,6,8-9H,3,5,7H2,(H,15,16)",OLJDCUNTSCQLQR-UHFFFAOYSA-N,DTXCID10246174,-,2,-,-,15,-,-,-,-,-,-
N-Benzyl-N-(furan-2-yl)acetamide,62187-52-4,DTXSID30633148,CC(=O)N(CC1=CC=CC=C1)C1=CC=CO1,CC(=O)N(CC1=CC=CC=C1)C1=CC=CO1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-11(15)14(13-8-5-9-16-13)10-12-6-3-2-4-7-12/h2-9H,10H2,1H3",ONUHXCKLRUKXMZ-UHFFFAOYSA-N,DTXCID60583900,-,1,-,-,6,-,-,-,-,-,-
Ethyl 3-amino-2-naphthoate,5959-54-6,DTXSID40208260,CCOC(=O)C1=CC2=CC=CC=C2C=C1N,CCOC(=O)C1=CC2=CC=CC=C2C=C1N,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-2-16-13(15)11-7-9-5-3-4-6-10(9)8-12(11)14/h3-8H,2,14H2,1H3",OPZJRRFHEFBPCY-UHFFFAOYSA-N,DTXCID60130751,-,4,-,-,14,-,-,-,-,-,-
Ethyl (quinolin-2-yl)acetate,5100-57-2,DTXSID30499887,CCOC(=O)CC1=NC2=CC=CC=C2C=C1,CCOC(=O)CC1=NC2=CC=CC=C2C=C1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-2-16-13(15)9-11-8-7-10-5-3-4-6-12(10)14-11/h3-8H,2,9H2,1H3",OQQYMAOGIWMABG-UHFFFAOYSA-N,DTXCID50450697,-,1,-,-,33,-,-,-,-,-,-
Methyl 3-[(1H-pyrrol-1-yl)methyl]benzoate,168618-98-2,DTXSID60596732,COC(=O)C1=CC=CC(CN2C=CC=C2)=C1,COC(=O)C1=CC=CC(CN2C=CC=C2)=C1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-16-13(15)12-6-4-5-11(9-12)10-14-7-2-3-8-14/h2-9H,10H2,1H3",OSXXTIJEACAFKU-UHFFFAOYSA-N,DTXCID90547494,-,1,-,-,14,-,-,-,-,-,-
2-{[Hydroxy(phenyl)amino]methyl}phenol,65520-00-5,DTXSID40570171,ON(CC1=CC=CC=C1O)C1=CC=CC=C1,ON(CC1=CC=CC=C1O)C1=CC=CC=C1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c15-13-9-5-4-6-11(13)10-14(16)12-7-2-1-3-8-12/h1-9,15-16H,10H2",OVVRATJIZPFMQS-UHFFFAOYSA-N,DTXCID30520943,-,1,-,-,4,-,-,-,-,-,-
"2,3,4,9-tetrahydro-1H-carbazole-6-carboxylic acid",36729-27-8,DTXSID90352580,OC(=O)C1=CC2=C(NC3=C2CCCC3)C=C1,OC(=O)C1=CC2=C(NC3=C2CCCC3)C=C1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c15-13(16)8-5-6-12-10(7-8)9-3-1-2-4-11(9)14-12/h5-7,14H,1-4H2,(H,15,16)",OWQQDAGRTDUORV-UHFFFAOYSA-N,DTXCID60303645,-,4,-,-,74,-,-,-,-,-,-
ethyl 4-methylquinoline-2-carboxylate,142729-99-5,DTXSID50300380,CCOC(=O)C1=NC2=CC=CC=C2C(C)=C1,CCOC(=O)C1=NC2=CC=CC=C2C(C)=C1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-3-16-13(15)12-8-9(2)10-6-4-5-7-11(10)14-12/h4-8H,3H2,1-2H3",OWRUVBQJRQRQPM-UHFFFAOYSA-N,DTXCID00251515,-,2,-,-,23,-,-,-,-,-,-
STK084502,55862-98-1,DTXSID90308047,CC1=CC(C)=C(N2C(=O)C=CC2=O)C(C)=C1,CC1=CC(C)=C(N2C(=O)C=CC2=O)C(C)=C1,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-8-6-9(2)13(10(3)7-8)14-11(15)4-5-12(14)16/h4-7H,1-3H3",OXXJEEWPKQNYJK-UHFFFAOYSA-N,DTXCID20259174,-,2,-,-,27,-,-,-,-,-,-
"1H-Pyrrole-2,5-dione, 1-(2-ethyl-6-methylphenyl)-",56746-13-5,DTXSID40369729,CCC1=CC=CC(C)=C1N1C(=O)C=CC1=O,CCC1=CC=CC(C)=C1N1C(=O)C=CC1=O,C13H13NO2,215.0946287,"InChI=1S/C13H13NO2/c1-3-10-6-4-5-9(2)13(10)14-11(15)7-8-12(14)16/h4-8H,3H2,1-2H3",PERMABGHMYCNJM-UHFFFAOYSA-N,DTXCID50320765,-,1,-,-,21,-,-,-,-,-,-
